customer_number,baskets,total_quantity,average_quantity,total_spend,average_spend
1212,284,378,1.3309859154929577,£547.99,£1.93
6602,518,576,1.1119691119691120,"£1,038.09",£2.00
11528,1210,1396,1.1537190082644628,"£2,108.16",£1.74
10126,1057,1378,1.3036896877956481,"£1,474.10",£1.39
1218,131,144,1.0992366412213740,£137.00,£1.05
10869,996,1280,1.2851405622489960,"£1,803.61",£1.81
14999,360,405,1.1250000000000000,£699.67,£1.94
5543,527,593,1.1252371916508539,"£1,085.25",£2.06
1233,277,333,1.2021660649819495,£360.19,£1.30
1226,888,997,1.1227477477477477,£965.91,£1.09
1222,374,419,1.1203208556149733,£486.79,£1.30
1223,513,559,1.0896686159844055,£715.31,£1.39
16012,83,106,1.2771084337349398,£196.00,£2.36
5544,662,708,1.0694864048338369,"£1,385.95",£2.09
1224,203,236,1.1625615763546798,£151.00,£0.74
1228,246,278,1.1300813008130081,£379.75,£1.54
5550,373,594,1.5924932975871314,£815.29,£2.19
7536,852,974,1.1431924882629108,"£1,593.88",£1.87
4109,530,581,1.0962264150943396,£952.25,£1.80
12766,314,362,1.1528662420382166,£387.99,£1.24
7520,172,201,1.1686046511627907,£265.48,£1.54
7529,433,502,1.1593533487297921,£751.76,£1.74
10127,467,507,1.0856531049250535,£607.93,£1.30
1241,645,733,1.1364341085271318,£810.56,£1.26
9604,1231,1405,1.1413484971567831,"£1,908.45",£1.55
1242,370,415,1.1216216216216216,£542.02,£1.46
16018,106,135,1.2735849056603774,£298.31,£2.81
10133,340,407,1.1970588235294118,£419.32,£1.23
12771,287,315,1.0975609756097561,£335.36,£1.17
7538,1182,1259,1.0651438240270728,"£1,447.79",£1.22
5553,441,477,1.0816326530612245,£591.43,£1.34
1254,1250,1749,1.3992000000000000,"£1,568.60",£1.25
1250,268,325,1.2126865671641791,£384.13,£1.43
1253,637,817,1.2825745682888540,£814.60,£1.28
1257,493,608,1.2332657200811359,£561.73,£1.14
4118,288,326,1.1319444444444444,£312.37,£1.08
15621,205,234,1.1414634146341463,£391.07,£1.91
5557,419,445,1.0620525059665871,£442.98,£1.06
7554,577,919,1.5927209705372617,£688.01,£1.19
15003,442,473,1.0701357466063348,£491.95,£1.11
5556,234,289,1.2350427350427350,£312.67,£1.34
1265,291,341,1.1718213058419244,£429.02,£1.47
12778,332,360,1.0843373493975904,£435.38,£1.31
5558,878,914,1.0410022779043280,£991.24,£1.13
1267,259,295,1.1389961389961390,£371.13,£1.43
10137,530,605,1.1415094339622642,£753.95,£1.42
6609,1288,1534,1.1909937888198758,"£2,211.59",£1.72
1268,375,492,1.3120000000000000,£584.18,£1.56
9606,418,514,1.2296650717703349,£540.93,£1.29
16022,640,681,1.0640625000000000,"£2,186.39",£3.42
5561,470,568,1.2085106382978723,£984.89,£2.10
9608,704,776,1.1022727272727273,£993.54,£1.41
5562,503,614,1.2206759443339960,£849.87,£1.69
11324,441,520,1.1791383219954649,£478.09,£1.08
7559,427,525,1.2295081967213115,£760.09,£1.78
12792,395,445,1.1265822784810127,£512.10,£1.30
7572,465,583,1.2537634408602151,£611.72,£1.32
5578,573,615,1.0732984293193717,£732.04,£1.28
1281,666,768,1.1531531531531532,£633.78,£0.95
1286,291,331,1.1374570446735395,£431.67,£1.48
12796,596,1006,1.6879194630872483,"£1,831.46",£3.07
10153,590,682,1.1559322033898305,£662.77,£1.12
4135,380,473,1.2447368421052632,£384.70,£1.01
10975,398,423,1.0628140703517588,£631.92,£1.59
4140,824,1017,1.2342233009708738,"£1,178.34",£1.43
10146,135,161,1.1925925925925926,£231.05,£1.71
4134,536,593,1.1063432835820896,£853.01,£1.59
11066,564,637,1.1294326241134752,£873.88,£1.55
1284,154,173,1.1233766233766234,£205.14,£1.33
12798,236,300,1.2711864406779661,£252.79,£1.07
15622,371,405,1.0916442048517520,£513.47,£1.38
10155,478,588,1.2301255230125523,"£1,043.62",£2.18
4149,311,371,1.1929260450160772,£768.24,£2.47
12800,655,738,1.1267175572519084,£975.56,£1.49
5580,952,1168,1.2268907563025210,"£1,261.20",£1.32
10176,1612,1879,1.1656327543424318,"£2,213.22",£1.37
1292,768,856,1.1145833333333333,£946.48,£1.23
1301,210,230,1.0952380952380952,£225.47,£1.07
7560,166,187,1.1265060240963855,£225.12,£1.36
1308,328,354,1.0792682926829268,£448.26,£1.37
4163,825,1031,1.2496969696969697,£879.88,£1.07
11423,1270,1570,1.2362204724409449,"£1,875.84",£1.48
10159,345,399,1.1565217391304348,£497.41,£1.44
7576,548,626,1.1423357664233577,£769.11,£1.40
12816,426,469,1.1009389671361502,£647.56,£1.52
14481,210,283,1.3476190476190476,£455.27,£2.17
11666,357,446,1.2492997198879552,£606.16,£1.70
1322,145,175,1.2068965517241379,£943.31,£6.51
4151,438,527,1.2031963470319635,£679.82,£1.55
16029,50,65,1.3000000000000000,£246.54,£4.93
15016,47,49,1.0425531914893617,£174.60,£3.71
11919,302,322,1.0662251655629139,£354.34,£1.17
10163,433,506,1.1685912240184758,£653.57,£1.51
7587,1175,1386,1.1795744680851064,"£1,660.82",£1.41
4158,350,389,1.1114285714285714,£700.40,£2.00
1330,1331,1709,1.2839969947407964,"£1,855.28",£1.39
10165,819,875,1.0683760683760684,"£1,404.10",£1.71
4166,440,583,1.3250000000000000,£611.96,£1.39
5601,438,515,1.1757990867579909,£495.85,£1.13
10168,531,639,1.2033898305084746,£879.74,£1.66
15018,254,280,1.1023622047244094,£420.15,£1.65
15019,63,96,1.5238095238095238,£275.00,£4.37
12825,200,236,1.1800000000000000,£260.97,£1.30
12828,546,579,1.0604395604395604,£525.82,£0.96
1340,335,400,1.1940298507462687,£479.05,£1.43
11567,263,312,1.1863117870722433,£504.75,£1.92
10172,556,623,1.1205035971223022,£862.83,£1.55
5596,765,948,1.2392156862745098,"£1,353.95",£1.77
16031,89,115,1.2921348314606742,£150.63,£1.69
10174,555,600,1.0810810810810811,£713.32,£1.29
12829,279,331,1.1863799283154122,£389.22,£1.40
15022,222,304,1.3693693693693694,"£2,407.45",£10.84
12831,328,411,1.2530487804878049,£368.67,£1.12
1364,222,301,1.3558558558558559,£314.99,£1.42
7607,557,617,1.1077199281867145,£543.81,£0.98
4176,329,397,1.2066869300911854,£412.95,£1.26
12834,187,256,1.3689839572192513,"£1,520.59",£8.13
1357,891,1113,1.2491582491582492,"£1,188.78",£1.33
5593,436,506,1.1605504587155963,£500.69,£1.15
7604,467,515,1.1027837259100642,"£1,028.21",£2.20
6618,290,321,1.1068965517241379,£492.22,£1.70
15634,175,229,1.3085714285714286,£353.84,£2.02
12838,353,464,1.3144475920679887,£763.13,£2.16
10184,546,617,1.1300366300366300,£678.99,£1.24
6620,417,453,1.0863309352517986,£524.24,£1.26
12844,211,315,1.4928909952606635,£415.59,£1.97
4173,93,104,1.1182795698924731,£86.64,£0.93
1378,469,514,1.0959488272921109,£687.80,£1.47
15024,433,479,1.1062355658198614,£656.84,£1.52
12846,561,693,1.2352941176470588,£755.16,£1.35
1935,33,38,1.1515151515151515,£47.48,£1.44
6621,335,399,1.1910447761194030,£481.47,£1.44
8947,433,551,1.2725173210161663,£534.86,£1.24
11157,735,911,1.2394557823129252,£758.29,£1.03
1382,509,643,1.2632612966601179,£805.93,£1.58
6622,169,229,1.3550295857988166,£530.17,£3.14
12852,142,189,1.3309859154929577,£173.93,£1.22
16038,163,180,1.1042944785276074,£324.99,£1.99
1388,453,545,1.2030905077262693,£643.70,£1.42
12847,81,90,1.1111111111111111,£96.75,£1.19
14495,356,395,1.1095505617977528,£372.52,£1.05
14496,126,140,1.1111111111111111,£177.96,£1.41
1397,636,673,1.0581761006289308,£733.48,£1.15
4188,583,621,1.0651801029159520,£422.43,£0.72
10188,593,700,1.1804384485666105,£857.30,£1.45
10189,376,404,1.0744680851063830,£449.01,£1.19
12855,562,780,1.3879003558718861,£862.26,£1.53
11724,403,481,1.1935483870967742,£583.97,£1.45
11350,275,305,1.1090909090909091,£539.15,£1.96
12865,438,452,1.0319634703196347,£732.67,£1.67
4187,367,477,1.2997275204359673,£745.67,£2.03
12863,166,189,1.1385542168674699,£268.23,£1.62
1399,726,847,1.1666666666666667,£749.76,£1.03
1413,867,1026,1.1833910034602076,"£1,048.66",£1.21
12862,158,212,1.3417721518987342,£233.39,£1.48
1412,229,247,1.0786026200873362,£326.19,£1.42
16039,318,485,1.5251572327044025,£401.03,£1.26
12861,705,847,1.2014184397163121,£808.05,£1.15
5615,271,306,1.1291512915129151,£542.14,£2.00
1406,397,527,1.3274559193954660,£469.02,£1.18
14500,504,563,1.1170634920634921,£496.49,£0.99
14503,277,304,1.0974729241877256,£476.13,£1.72
11555,536,653,1.2182835820895522,£767.01,£1.43
11112,468,549,1.1730769230769231,£612.54,£1.31
12875,138,146,1.0579710144927536,£249.86,£1.81
16040,166,218,1.3132530120481928,£345.05,£2.08
4193,413,494,1.1961259079903148,"£1,388.02",£3.36
1419,292,352,1.2054794520547945,£312.16,£1.07
11297,1100,1228,1.1163636363636364,"£1,846.00",£1.68
12872,69,121,1.7536231884057971,£122.16,£1.77
1421,259,301,1.1621621621621622,£316.02,£1.22
12874,362,454,1.2541436464088398,£569.38,£1.57
7626,992,1247,1.2570564516129032,"£1,802.86",£1.82
8953,503,567,1.1272365805168986,£504.85,£1.00
7620,94,99,1.0531914893617021,£150.58,£1.60
15035,149,173,1.1610738255033557,£317.73,£2.13
7621,647,736,1.1375579598145286,"£1,020.41",£1.58
6631,550,697,1.2672727272727273,£944.02,£1.72
16041,286,318,1.1118881118881119,£475.08,£1.66
1432,468,630,1.3461538461538462,£676.35,£1.45
10197,310,377,1.2161290322580645,£364.12,£1.17
6632,623,944,1.5152487961476726,"£1,912.88",£3.07
5622,255,332,1.3019607843137255,£807.18,£3.17
1433,323,407,1.2600619195046440,£348.32,£1.08
16043,895,972,1.0860335195530726,"£1,320.55",£1.48
12886,520,587,1.1288461538461538,£652.69,£1.26
12883,106,168,1.5849056603773585,£195.46,£1.84
1437,809,963,1.1903584672435105,"£1,035.11",£1.28
1442,613,717,1.1696574225122349,£819.39,£1.34
9624,928,1145,1.2338362068965517,"£1,911.53",£2.06
14506,199,244,1.2261306532663317,£202.12,£1.02
12889,74,93,1.2567567567567568,£281.26,£3.80
1446,697,823,1.1807747489239598,£769.23,£1.10
5625,642,765,1.1915887850467290,£907.08,£1.41
7644,548,635,1.1587591240875912,£597.81,£1.09
1454,1387,1811,1.3056957462148522,"£2,785.03",£2.01
1461,569,666,1.1704745166959578,£633.84,£1.11
11695,653,815,1.2480857580398162,£691.78,£1.06
5635,172,190,1.1046511627906977,£272.20,£1.58
7650,396,454,1.1464646464646465,£395.59,£1.00
15651,265,346,1.3056603773584906,£663.26,£2.50
7643,1131,1222,1.0804597701149425,"£1,128.25",£1.00
5630,204,262,1.2843137254901961,£454.78,£2.23
7658,536,644,1.2014925373134328,£783.07,£1.46
11054,467,560,1.1991434689507495,£594.34,£1.27
9625,116,136,1.1724137931034483,£367.32,£3.17
1474,454,600,1.3215859030837004,£737.58,£1.62
1464,368,428,1.1630434782608696,£529.60,£1.44
4207,472,597,1.2648305084745763,£698.14,£1.48
12901,329,402,1.2218844984802432,£484.72,£1.47
5631,532,707,1.3289473684210526,"£1,341.93",£2.52
1469,243,280,1.1522633744855967,£366.15,£1.51
1473,181,197,1.0883977900552486,£177.62,£0.98
5636,376,507,1.3484042553191489,£704.11,£1.87
8968,402,504,1.2537313432835821,£638.75,£1.59
1484,712,862,1.2106741573033708,£962.19,£1.35
1480,1215,1403,1.1547325102880658,"£1,847.31",£1.52
7665,287,300,1.0452961672473868,£678.55,£2.36
4219,795,818,1.0289308176100629,£778.23,£0.98
8966,276,348,1.2608695652173913,£701.53,£2.54
12915,353,465,1.3172804532577904,£558.10,£1.58
8972,833,998,1.1980792316926771,"£2,167.03",£2.60
7675,858,1078,1.2564102564102564,"£1,541.33",£1.80
5641,459,686,1.4945533769063181,"£1,565.12",£3.41
1497,347,477,1.3746397694524496,£427.07,£1.23
12917,221,254,1.1493212669683258,£518.08,£2.34
5642,172,187,1.0872093023255814,£472.40,£2.75
8982,270,356,1.3185185185185185,£362.44,£1.34
11620,783,890,1.1366538952745849,£999.17,£1.28
12920,186,258,1.3870967741935484,£251.80,£1.35
11926,59,66,1.1186440677966102,£72.14,£1.22
1500,118,161,1.3644067796610169,£130.90,£1.11
7660,462,480,1.0389610389610390,"£1,137.69",£2.46
16048,221,274,1.2398190045248869,£322.62,£1.46
10223,1070,1267,1.1841121495327103,"£2,460.99",£2.30
15654,193,284,1.4715025906735751,£306.04,£1.59
7683,424,485,1.1438679245283019,£559.70,£1.32
12922,179,221,1.2346368715083799,£343.15,£1.92
12925,449,683,1.5211581291759465,£806.35,£1.80
1511,58,79,1.3620689655172414,£69.47,£1.20
1509,204,268,1.3137254901960784,£420.20,£2.06
5647,726,1081,1.4889807162534435,"£1,124.86",£1.55
1514,803,1127,1.4034869240348692,"£1,097.96",£1.37
1508,401,504,1.2568578553615960,£427.23,£1.07
11927,192,205,1.0677083333333333,£248.05,£1.29
12930,407,546,1.3415233415233415,£641.05,£1.58
1524,503,571,1.1351888667992048,£572.20,£1.14
8987,1712,2095,1.2237149532710280,"£2,920.63",£1.71
1520,350,389,1.1114285714285714,£573.73,£1.64
1529,240,286,1.1916666666666667,£301.44,£1.26
1519,255,296,1.1607843137254902,£290.89,£1.14
10911,691,831,1.2026049204052098,£998.06,£1.44
12934,154,172,1.1168831168831169,£252.59,£1.64
14515,332,339,1.0210843373493976,£294.38,£0.89
6647,424,490,1.1556603773584906,£929.59,£2.19
4238,494,568,1.1497975708502024,£798.42,£1.62
10222,877,961,1.0957810718358039,"£1,548.47",£1.77
12935,322,409,1.2701863354037267,£498.16,£1.55
7699,1080,1217,1.1268518518518519,"£1,471.56",£1.36
4232,783,917,1.1711366538952746,£963.43,£1.23
16049,322,391,1.2142857142857143,£316.31,£0.98
1557,467,555,1.1884368308351178,£609.73,£1.31
11182,889,1181,1.3284589426321710,"£1,142.53",£1.29
12945,292,313,1.0719178082191781,£352.41,£1.21
10232,128,155,1.2109375000000000,£209.32,£1.64
7700,349,462,1.3237822349570201,£770.01,£2.21
15059,130,158,1.2153846153846154,£379.94,£2.92
4231,447,540,1.2080536912751678,£559.97,£1.25
2183,75,83,1.1066666666666667,£131.07,£1.75
4235,493,585,1.1866125760649087,£609.01,£1.24
6540,92,163,1.7717391304347826,£296.86,£3.23
5667,471,502,1.0658174097664544,£631.10,£1.34
5664,1401,1806,1.2890792291220557,"£2,044.02",£1.46
4243,540,780,1.4444444444444444,£930.64,£1.72
12950,104,126,1.2115384615384615,£146.27,£1.41
16054,317,399,1.2586750788643533,£687.61,£2.17
5665,243,296,1.2181069958847737,£340.54,£1.40
1567,535,594,1.1102803738317757,£712.49,£1.33
12946,655,746,1.1389312977099237,"£1,145.10",£1.75
1559,286,422,1.4755244755244755,£376.09,£1.32
10234,861,932,1.0824622531939605,"£1,195.47",£1.39
8997,471,638,1.3545647558386412,£771.74,£1.64
1580,189,249,1.3174603174603175,£324.37,£1.72
1579,804,888,1.1044776119402985,"£1,312.73",£1.63
7705,487,560,1.1498973305954825,£810.60,£1.66
10958,694,859,1.2377521613832853,"£1,589.25",£2.29
7710,415,498,1.2000000000000000,£813.69,£1.96
4242,213,227,1.0657276995305164,£385.56,£1.81
6654,499,733,1.4689378757515030,£458.43,£0.92
10925,1307,1574,1.2042846212700842,"£1,459.20",£1.12
1589,698,741,1.0616045845272206,£794.97,£1.14
1588,1139,1368,1.2010535557506585,"£1,366.60",£1.20
4245,1101,1184,1.0753860127157130,"£1,296.12",£1.18
5679,302,343,1.1357615894039735,£431.50,£1.43
12964,180,204,1.1333333333333333,£226.84,£1.26
8994,434,537,1.2373271889400922,£505.19,£1.16
15070,385,453,1.1766233766233766,£558.65,£1.45
4258,735,784,1.0666666666666667,£998.11,£1.36
10242,404,442,1.0940594059405941,£600.38,£1.49
15068,419,506,1.2076372315035800,£642.16,£1.53
4254,234,262,1.1196581196581197,£287.13,£1.23
9011,654,876,1.3394495412844037,"£1,023.32",£1.56
7715,383,439,1.1462140992167102,£579.94,£1.51
11825,53,68,1.2830188679245283,£52.59,£0.99
1594,379,428,1.1292875989445910,£799.62,£2.11
1595,422,495,1.1729857819905213,£765.70,£1.81
7726,926,1072,1.1576673866090713,£913.80,£0.99
4257,209,276,1.3205741626794258,£381.08,£1.82
9001,306,379,1.2385620915032680,£531.22,£1.74
1604,490,610,1.2448979591836735,£808.88,£1.65
4268,328,451,1.3750000000000000,£477.41,£1.46
12968,195,240,1.2307692307692308,£521.76,£2.68
10248,2489,2878,1.1562876657292085,"£3,789.25",£1.52
9634,244,267,1.0942622950819672,£401.44,£1.65
15664,151,177,1.1721854304635762,£335.79,£2.22
11761,356,566,1.5898876404494382,£315.92,£0.89
12969,92,111,1.2065217391304348,£200.65,£2.18
7729,721,957,1.3273231622746186,"£1,309.01",£1.82
5676,695,872,1.2546762589928058,£879.91,£1.27
12973,289,359,1.2422145328719723,£814.10,£2.82
1623,314,428,1.3630573248407643,£524.25,£1.67
12978,307,360,1.1726384364820847,£907.16,£2.95
11127,1804,2196,1.2172949002217295,"£2,590.29",£1.44
1617,333,404,1.2132132132132132,£442.10,£1.33
1626,412,571,1.3859223300970874,£576.25,£1.40
12981,328,406,1.2378048780487805,"£1,029.29",£3.14
10252,323,404,1.2507739938080495,"£1,308.29",£4.05
9030,457,541,1.1838074398249453,£751.24,£1.64
5696,672,811,1.2068452380952381,"£1,334.70",£1.99
4278,377,449,1.1909814323607427,£488.96,£1.30
9016,557,670,1.2028725314183124,£528.60,£0.95
14528,557,588,1.0556552962298025,£890.51,£1.60
11247,454,494,1.0881057268722467,£634.18,£1.40
15076,289,369,1.2768166089965398,£817.12,£2.83
10263,586,767,1.3088737201365188,£953.12,£1.63
7747,1211,1411,1.1651527663088357,"£1,858.77",£1.53
4279,263,323,1.2281368821292776,£352.42,£1.34
12993,496,597,1.2036290322580645,£557.86,£1.12
4280,513,614,1.1968810916179337,£460.28,£0.90
15667,661,696,1.0529500756429652,£561.19,£0.85
13002,242,260,1.0743801652892562,£309.81,£1.28
11259,503,612,1.2166998011928429,£575.15,£1.14
13006,321,419,1.3052959501557632,£828.42,£2.58
1642,147,201,1.3673469387755102,£232.72,£1.58
9023,121,150,1.2396694214876033,£262.87,£2.17
5703,735,924,1.2571428571428571,"£1,348.33",£1.83
10256,777,878,1.1299871299871300,"£1,648.82",£2.12
1652,450,478,1.0622222222222222,£349.67,£0.78
1654,293,346,1.1808873720136519,£427.18,£1.46
1657,206,232,1.1262135922330097,£270.47,£1.31
10992,778,909,1.1683804627249357,"£1,069.90",£1.38
4285,238,275,1.1554621848739496,£387.96,£1.63
10999,524,618,1.1793893129770992,£948.17,£1.81
10260,748,852,1.1390374331550802,£629.97,£0.84
1663,355,411,1.1577464788732394,£435.98,£1.23
5702,211,243,1.1516587677725118,£676.60,£3.21
15669,511,604,1.1819960861056751,£580.76,£1.14
7758,151,180,1.1920529801324503,£354.86,£2.35
5704,1109,1286,1.1596032461677187,"£2,095.28",£1.89
9027,646,707,1.0944272445820433,£768.90,£1.19
10261,609,721,1.1839080459770115,"£1,301.72",£2.14
11526,737,999,1.3554952510176391,"£1,034.78",£1.40
4294,818,915,1.1185819070904645,"£1,250.60",£1.53
6668,1417,1826,1.2886379675370501,"£2,163.82",£1.53
5706,332,418,1.2590361445783133,£454.13,£1.37
10814,1221,1290,1.0565110565110565,"£1,426.32",£1.17
1669,232,255,1.0991379310344828,£337.48,£1.45
1676,653,848,1.2986217457886677,"£1,017.67",£1.56
1671,613,689,1.1239804241435563,£756.81,£1.23
4290,734,912,1.2425068119891008,£981.13,£1.34
15671,156,190,1.2179487179487179,£855.68,£5.49
7756,453,485,1.0706401766004415,£443.32,£0.98
10283,413,530,1.2832929782082324,£859.48,£2.08
13017,25,34,1.3600000000000000,£63.75,£2.55
5709,439,599,1.3644646924829157,£838.78,£1.91
11650,651,703,1.0798771121351767,£944.86,£1.45
14538,581,718,1.2358003442340792,£570.24,£0.98
14539,300,683,2.2766666666666667,"£1,776.97",£5.92
15091,44,52,1.1818181818181818,£92.96,£2.11
13029,331,388,1.1722054380664653,£814.88,£2.46
4307,1355,1652,1.2191881918819188,"£2,302.66",£1.70
4300,1168,1355,1.1601027397260274,"£1,470.69",£1.26
4305,220,259,1.1772727272727273,£287.39,£1.31
1697,332,467,1.4066265060240964,£425.66,£1.28
1696,1053,1160,1.1016144349477683,"£1,256.72",£1.19
13034,302,363,1.2019867549668874,£563.65,£1.87
13031,205,264,1.2878048780487805,£465.90,£2.27
7782,502,575,1.1454183266932271,£690.83,£1.38
7773,296,404,1.3648648648648649,£512.61,£1.73
5722,733,875,1.1937244201909959,"£1,263.13",£1.72
1704,223,254,1.1390134529147982,£305.17,£1.37
1707,757,831,1.0977542932628798,£604.08,£0.80
4323,919,1165,1.2676822633297062,"£1,063.90",£1.16
13038,105,122,1.1619047619047619,£166.83,£1.59
7789,374,447,1.1951871657754011,£545.25,£1.46
10271,672,745,1.1086309523809524,"£1,090.37",£1.62
14543,623,689,1.1059390048154093,"£1,065.50",£1.71
9042,316,369,1.1677215189873418,£399.33,£1.26
13041,610,663,1.0868852459016393,£684.28,£1.12
11103,1153,1389,1.2046834345186470,"£1,670.40",£1.45
16076,114,133,1.1666666666666667,£142.86,£1.25
11061,293,318,1.0853242320819113,£381.29,£1.30
6674,404,541,1.3391089108910891,£402.99,£1.00
1712,639,956,1.4960876369327074,"£1,188.48",£1.86
14545,318,429,1.3490566037735849,£387.27,£1.22
10275,376,527,1.4015957446808511,£673.19,£1.79
13047,249,305,1.2248995983935743,£291.87,£1.17
13048,110,138,1.2545454545454545,£154.60,£1.41
1716,269,375,1.3940520446096654,£435.95,£1.62
10278,310,358,1.1548387096774194,£849.04,£2.74
1721,455,531,1.1670329670329670,£579.98,£1.27
1722,737,965,1.3093622795115332,£999.54,£1.36
1717,846,1076,1.2718676122931442,"£1,562.51",£1.85
7792,277,290,1.0469314079422383,£594.98,£2.15
13056,152,214,1.4078947368421053,£752.16,£4.95
1730,446,546,1.2242152466367713,£605.17,£1.36
13057,472,570,1.2076271186440678,£735.37,£1.56
13060,610,733,1.2016393442622951,£775.43,£1.27
1731,441,585,1.3265306122448980,£730.88,£1.66
15682,136,148,1.0882352941176471,£165.11,£1.21
5731,400,491,1.2275000000000000,"£1,480.84",£3.70
7814,287,312,1.0871080139372822,£408.04,£1.42
16081,193,209,1.0829015544041451,£222.26,£1.15
5730,918,1066,1.1612200435729847,£758.74,£0.83
7816,341,401,1.1759530791788856,"£1,013.26",£2.97
7806,616,670,1.0876623376623377,£932.52,£1.51
9054,467,575,1.2312633832976445,£663.80,£1.42
15684,387,660,1.7054263565891473,"£1,450.00",£3.75
1762,294,374,1.2721088435374150,£521.68,£1.77
4339,984,1175,1.1941056910569106,"£1,279.81",£1.30
9052,645,769,1.1922480620155039,£914.00,£1.42
1764,222,243,1.0945945945945946,£338.71,£1.53
1759,1009,1134,1.1238850346878097,"£1,033.47",£1.02
14549,72,77,1.0694444444444444,£164.72,£2.29
1760,481,525,1.0914760914760915,£591.40,£1.23
15685,380,425,1.1184210526315789,£598.10,£1.57
13069,37,45,1.2162162162162162,£186.76,£5.05
4338,421,481,1.1425178147268409,£540.25,£1.28
11651,464,539,1.1616379310344828,"£1,331.31",£2.87
10816,648,709,1.0941358024691358,£722.27,£1.11
10293,750,936,1.2480000000000000,"£1,276.94",£1.70
1774,458,537,1.1724890829694323,£603.32,£1.32
13072,299,450,1.5050167224080268,£641.32,£2.14
11268,547,613,1.1206581352833638,£853.28,£1.56
7825,653,711,1.0888208269525268,£765.79,£1.17
6680,757,888,1.1730515191545575,"£1,612.19",£2.13
4351,383,505,1.3185378590078329,£472.62,£1.23
1770,284,332,1.1690140845070423,£392.26,£1.38
11353,448,507,1.1316964285714286,"£1,060.47",£2.37
7830,300,345,1.1500000000000000,£533.41,£1.78
7823,1455,1850,1.2714776632302405,"£2,221.03",£1.53
4355,306,368,1.2026143790849673,£574.75,£1.88
11936,149,161,1.0805369127516779,£352.19,£2.36
4354,833,960,1.1524609843937575,"£1,146.03",£1.38
16084,313,341,1.0894568690095847,£602.32,£1.92
4348,369,433,1.1734417344173442,£486.88,£1.32
1780,955,1326,1.3884816753926702,"£1,464.01",£1.53
13086,474,556,1.1729957805907173,£700.93,£1.48
13090,617,710,1.1507293354943274,£875.39,£1.42
9057,738,791,1.0718157181571816,"£1,109.73",£1.50
1793,997,1165,1.1685055165496489,"£1,452.63",£1.46
10904,373,439,1.1769436997319035,£695.60,£1.86
1799,1308,1617,1.2362385321100917,"£2,244.34",£1.72
13095,496,628,1.2661290322580645,£655.90,£1.32
1800,518,542,1.0463320463320463,£631.52,£1.22
1805,168,172,1.0238095238095238,£274.77,£1.64
15114,1422,1577,1.1090014064697609,"£1,476.18",£1.04
10310,475,523,1.1010526315789474,£506.62,£1.07
11087,535,620,1.1588785046728972,£726.31,£1.36
4361,471,569,1.2080679405520170,£506.03,£1.07
16086,348,406,1.1666666666666667,£311.67,£0.90
14554,91,124,1.3626373626373626,£103.57,£1.14
1820,241,266,1.1037344398340249,£345.81,£1.43
11365,836,899,1.0753588516746411,"£2,073.45",£2.48
4368,1555,1704,1.0958199356913183,"£2,416.15",£1.55
4365,625,713,1.1408000000000000,£716.10,£1.15
13099,97,110,1.1340206185567010,£138.29,£1.43
13101,189,232,1.2275132275132275,£403.56,£2.14
14555,484,527,1.0888429752066116,"£1,338.14",£2.76
5754,137,162,1.1824817518248175,£696.33,£5.08
7840,271,306,1.1291512915129151,£378.94,£1.40
15118,325,363,1.1169230769230769,£356.32,£1.10
1832,407,562,1.3808353808353808,£626.05,£1.54
11937,215,223,1.0372093023255814,£404.05,£1.88
15690,217,265,1.2211981566820276,£331.36,£1.53
13109,809,921,1.1384425216316440,"£1,072.74",£1.33
4378,397,415,1.0453400503778338,£573.93,£1.45
1831,170,217,1.2764705882352941,£231.49,£1.36
7843,458,608,1.3275109170305677,£823.14,£1.80
9078,823,979,1.1895504252733900,"£1,278.89",£1.55
6701,90,190,2.1111111111111111,£800.25,£8.89
2628,545,583,1.0697247706422018,£560.82,£1.03
13111,205,256,1.2487804878048780,£415.13,£2.03
15125,116,116,1.00000000000000000000,£214.07,£1.85
13118,700,779,1.1128571428571429,£886.60,£1.27
4376,228,296,1.2982456140350877,£425.71,£1.87
7849,537,614,1.1433891992551210,£794.35,£1.48
10330,237,295,1.2447257383966245,£404.46,£1.71
7855,559,738,1.3202146690518784,£879.25,£1.57
13122,507,787,1.5522682445759369,£814.74,£1.61
4383,291,304,1.0446735395189003,"£1,032.47",£3.55
10318,624,738,1.1826923076923077,£699.91,£1.12
5764,1159,1335,1.1518550474547023,"£1,503.40",£1.30
11163,1157,1546,1.3362143474503025,"£3,050.78",£2.64
14556,457,658,1.4398249452954048,£875.72,£1.92
9070,310,382,1.2322580645161290,£399.18,£1.29
5765,440,484,1.1000000000000000,£707.11,£1.61
4391,582,773,1.3281786941580756,£972.70,£1.67
11658,420,479,1.1404761904761905,£438.00,£1.04
1849,326,390,1.1963190184049080,£515.43,£1.58
11315,502,595,1.1852589641434263,£711.27,£1.42
4384,488,690,1.4139344262295082,"£1,026.44",£2.10
9076,1447,1701,1.1755355908776780,"£1,484.39",£1.03
13131,636,837,1.3160377358490566,"£1,011.82",£1.59
10320,646,701,1.0851393188854489,£775.32,£1.20
14559,190,210,1.1052631578947368,£718.39,£3.78
9647,231,243,1.0519480519480519,£352.21,£1.52
1864,383,522,1.3629242819843342,"£1,035.65",£2.70
11509,193,229,1.1865284974093264,£340.92,£1.77
13138,162,203,1.2530864197530864,£359.07,£2.22
