customer_number,fruit_veg,dairy,confectionary,grocery_food,grocery_health_pets,bakery,newspapers_magazines,prepared_meals,soft_drinks,frozen,meat,tobacco,drinks,deli,world_foods,lottery,cashpoint,seasonal_gifting,discount_bakery,practical_items
6806,£57.32,£49.38,£19.39,£71.46,£40.82,£0.00,£0.35,£27.16,£25.92,£9.36,£52.44,£7.66,£5.44,£1.99,£0.00,£0.00,£0.00,£12.52,£0.00,£4.23
10382,£54.16,£91.64,£36.01,£70.88,£15.48,£0.00,£1.55,£16.18,£5.19,£13.77,£19.99,£0.00,£12.80,£80.49,£7.08,£0.00,£0.00,£1.01,£0.00,£0.00
13921,£100.76,£60.74,£31.63,£117.49,£19.14,£0.00,£0.00,£50.57,£14.54,£62.51,£18.07,£0.00,£0.00,£31.59,£10.20,£0.00,£0.00,£1.69,£0.00,£0.00
3740,£35.30,£77.02,£31.18,£32.95,£44.58,£0.00,£30.58,£11.08,£3.36,£30.54,£9.97,£5.35,£0.00,£0.00,£2.41,£4.50,£150.00,£0.00,£0.00,£0.00
13002,£45.05,£60.44,£12.55,£17.88,£8.60,£0.00,£0.00,£40.95,£12.25,£6.08,£40.97,£7.05,£19.80,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00
10613,£49.03,£31.62,£29.71,£33.14,£33.85,£0.00,£5.01,£3.49,£13.24,£11.81,£24.42,£81.80,£53.57,£1.27,£0.28,£3.00,£30.00,£2.85,£17.19,£0.00
4042,£69.22,£46.20,£40.81,£29.11,£32.81,£0.00,£4.94,£34.64,£8.13,£10.76,£22.92,£43.32,£0.00,£0.00,£4.40,£1.00,£0.00,£0.00,£0.00,£0.00
15588,£111.28,£67.87,£45.29,£29.16,£83.91,£0.00,£7.05,£20.78,£25.16,£0.00,£14.55,£0.00,£0.00,£0.00,£4.32,£0.00,£0.00,£2.54,£0.00,£3.05
6396,£15.38,£12.66,£19.08,£26.48,£5.06,£0.00,£3.10,£5.08,£6.58,£10.65,£7.12,£28.21,£43.96,£0.00,£0.00,£0.00,£10.00,£0.00,£0.00,£0.00
11265,£67.57,£174.02,£125.55,£52.53,£141.38,£0.00,£25.74,£22.42,£66.38,£62.48,£75.72,£0.00,£26.37,£1.70,£3.47,£0.00,£0.00,£16.65,£0.00,£2.12
9380,£27.94,£23.10,£84.65,£62.03,£5.26,£0.00,£13.04,£34.87,£5.56,£17.11,£109.66,£547.21,£2.20,£10.56,£0.63,-£1.00,£0.00,£5.77,£0.37,£0.00
11156,£21.08,£33.69,£44.08,£42.68,£37.15,£0.00,£50.90,£8.08,£8.67,£28.64,£27.05,£15.64,£3.57,£8.38,£1.35,£0.00,£50.00,£18.20,£0.00,£8.22
10827,£55.58,£88.82,£118.48,£54.43,£190.43,£0.00,£18.66,£13.57,£9.73,£26.66,£54.84,£545.69,£3.88,£18.68,£4.49,£167.45,£100.00,£18.58,£1.44,£0.00
9706,£15.76,£35.42,£11.36,£10.17,£9.88,£0.00,£39.89,£30.39,£6.00,£9.68,£31.09,£111.99,£12.01,£30.69,£8.19,£30.50,£609.99,£0.00,£0.00,£1.95
4453,£45.76,£207.80,£53.53,£73.26,£42.46,£0.00,£17.99,£30.57,£20.89,£30.92,£53.91,£473.76,£0.00,£0.00,£16.37,£0.00,£45.00,£6.26,£0.00,£2.55
14741,£11.93,£26.79,£31.87,£26.26,£10.55,£0.00,£41.05,£0.00,£1.52,£21.90,£35.31,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00
11208,£78.94,£127.98,£41.48,£33.77,£117.38,£0.00,£16.83,£116.75,£2.79,£27.27,£1.99,£0.00,£0.00,£118.08,£0.00,£0.00,£0.00,£9.61,£61.66,£2.53
6327,£17.25,£43.35,£21.99,£41.37,£64.51,£0.00,£6.83,£6.58,£12.72,£9.48,£9.15,£352.53,£12.40,£0.00,£1.49,£0.00,£20.00,£7.17,£16.50,£0.67
14555,£1.88,£82.53,£18.97,£76.35,£36.55,£0.00,£26.51,£0.00,£1.61,£2.29,£10.31,£812.57,£0.00,£0.00,£0.00,£163.00,£10.00,£2.84,£25.63,£25.40
14870,£63.92,£49.79,£18.74,£60.22,£70.71,£0.00,£10.95,£55.67,£0.00,£41.78,£63.23,£7.42,£0.00,£2.10,£12.20,£1.00,£0.00,£0.00,£0.00,£0.00
14920,£12.76,£5.80,£3.13,£2.34,£1.52,£0.00,£0.80,£24.22,£0.00,£5.24,£0.00,£0.00,£11.46,£0.00,£1.49,£7.00,£0.00,£0.00,£0.00,£0.00
9076,£187.66,£226.00,£158.72,£108.84,£130.45,£0.00,£69.14,£30.58,£110.58,£140.50,£25.71,£5.73,£60.94,£67.61,£69.58,£8.00,£0.00,£9.35,£0.00,£3.20
5175,£110.50,£89.11,£48.83,£69.95,£41.10,£0.00,£31.80,£15.84,£2.29,£76.39,£122.82,£0.82,£120.66,£0.00,£2.57,£30.00,£10.00,£0.00,£0.00,£3.40
10628,£174.07,£132.20,£66.02,£29.41,£73.49,£0.00,£23.62,£34.65,£11.47,£15.24,£159.62,£1.47,£4.72,£70.66,£24.92,£0.00,£10.00,£26.39,£0.00,£3.40
2063,£364.10,£119.29,£134.12,£216.27,£118.23,£0.00,£0.92,£67.47,£41.21,£56.91,£143.39,£0.00,£73.59,£0.00,£19.82,£0.00,£0.00,£3.40,£0.00,£2.55
13031,£30.79,£24.13,£42.76,£37.31,£23.26,£0.00,£0.00,£20.22,£17.16,£12.91,£58.07,£0.00,£136.72,£5.72,£2.67,£0.00,£0.00,£30.38,£0.00,£0.00
10390,£35.48,£60.19,£36.81,£44.54,£32.21,£0.00,£3.39,£27.56,£26.66,£20.76,£31.46,£99.00,£86.00,£15.14,£28.30,£59.00,£30.00,£2.37,£0.00,£0.00
11365,£34.11,£62.80,£43.61,£45.18,£43.78,£0.00,£25.49,£32.78,£37.43,£28.05,£57.52,£804.69,£348.16,£17.47,£44.06,£45.00,£361.91,£2.50,£0.00,£1.61
14716,£6.55,£27.07,£32.05,£51.87,£22.95,£0.00,£6.46,£0.00,£15.84,£13.28,£47.58,£3.85,£0.00,£0.62,£9.36,£2.00,£307.50,£0.00,£0.00,£0.00
14329,£0.93,£4.84,£2.04,£8.96,£8.20,£0.00,£2.16,£0.00,£0.00,£0.00,£0.00,£373.02,£106.25,£4.70,£5.02,£44.00,£0.00,£0.00,£0.00,£0.00
2834,£164.27,£189.40,£170.86,£226.29,£216.69,£0.00,£0.50,£98.26,£36.03,£184.62,£112.95,£0.00,£39.76,£0.00,£3.59,£0.00,£0.00,£11.70,£0.00,£0.00
5110,£61.71,£271.98,£254.11,£154.61,£183.12,£0.00,£70.83,£239.30,£30.12,£23.10,£6.89,"£2,488.94",£0.00,£48.40,£0.00,£3.00,£130.00,£26.30,£0.00,£12.94
3513,£55.25,£72.45,£127.54,£66.24,£26.42,£0.00,£10.70,£55.89,£18.03,£17.58,£4.68,£0.00,£0.00,£0.71,£3.57,£0.00,£0.00,£0.00,£0.69,£0.00
9264,£110.50,£228.43,£217.54,£169.01,£296.29,£0.00,£22.88,£31.33,£130.78,£146.69,£7.97,£0.00,£24.19,£6.43,£10.97,£1.00,£0.00,£3.39,£0.00,£0.84
1074,£5.54,£21.87,£26.32,£18.92,£4.23,£0.00,£31.77,£79.45,£19.71,£48.99,£15.03,£0.00,£0.00,£34.13,£6.95,£0.00,£0.00,£1.02,£0.00,£0.00
16254,£16.36,£20.84,£28.72,£8.61,£72.92,£0.00,£6.12,£16.37,£13.24,£32.13,£0.00,£0.00,£183.29,£3.89,£2.66,£5.00,£9.50,£0.00,£0.00,£0.84
15024,£130.56,£77.26,£61.18,£80.56,£127.87,£0.00,£23.60,£93.93,£0.00,£11.82,£34.96,£0.00,£0.00,£0.00,£3.85,£0.00,£0.00,£0.00,£0.00,£0.00
9949,£269.63,£191.79,£62.13,£126.72,£115.90,£0.00,£17.25,£26.22,£7.07,£24.06,£22.16,£0.00,£22.38,£0.00,£8.68,£0.00,£0.00,£30.61,£0.00,£8.92
8622,£45.34,£35.12,£73.89,£46.51,£43.32,£0.00,£7.75,£26.44,£49.70,£26.21,£63.53,£121.46,£24.08,£3.84,£16.35,£0.00,£32.50,£2.36,£0.00,£0.00
13667,£3.24,£11.28,£3.02,£6.45,£7.71,£0.00,£0.00,£2.67,£0.00,£1.98,£5.48,£164.73,£0.00,£0.00,£0.00,£7.00,£86.00,£0.00,£0.00,£0.00
12419,£67.79,£54.42,£24.20,£52.61,£46.05,£0.00,£0.00,£11.50,£1.44,£6.83,£18.94,£71.52,£0.00,£0.00,£2.38,£0.00,£0.00,£0.00,£0.00,£0.00
7816,£40.35,£31.40,£13.39,£16.03,£24.31,£0.00,£17.66,£42.57,£6.04,£1.49,£25.73,£508.76,£249.98,£17.10,£3.38,£0.00,£0.00,£1.27,£0.00,£3.40
4794,£64.02,£33.77,£55.26,£32.00,£13.01,£0.00,£10.98,£18.28,£21.47,£23.04,£13.21,£4.22,£0.00,£7.35,£6.24,£0.00,£80.00,£10.38,£0.00,£3.97
7127,£56.27,£71.80,£13.04,£30.07,£123.89,£0.00,£13.30,£60.64,£11.59,£20.10,£13.98,£41.17,£152.79,£2.33,£0.99,£0.00,£0.00,£12.71,£8.30,£23.36
13981,£153.12,£124.68,£18.94,£74.45,£108.52,£0.00,£0.00,£32.12,£32.27,£15.12,£74.07,£0.00,£0.00,£111.45,£9.43,£2.00,£0.00,£3.98,£1.88,£0.00
12394,£18.78,£21.16,£16.91,£10.28,£12.30,£0.00,£0.00,£28.15,£0.68,£10.38,£46.73,£0.00,£155.99,£2.53,£5.02,£0.00,£0.00,£1.86,£0.00,£0.84
7132,£3.68,£0.00,£44.36,£5.96,£1.95,£0.00,£0.00,£0.00,£0.50,£7.89,£0.00,£0.00,£0.00,£3.92,£1.59,£0.00,£0.00,£0.00,£0.00,£0.00
5060,£142.47,£108.78,£102.29,£59.31,£160.68,£0.00,£87.66,£119.67,£11.85,£32.59,£292.93,£7.20,£0.00,£155.26,£172.62,£0.00,£15.00,£24.37,£0.00,£21.02
15753,£107.03,£78.51,£21.09,£56.00,£29.61,£0.00,£37.41,£25.89,£11.62,£0.00,£34.52,£2.40,£0.00,£0.20,£3.33,£26.00,£42.00,£1.27,£0.00,£0.00
16281,£112.04,£106.95,£57.88,£70.97,£96.12,£0.00,£41.05,£79.33,£2.93,£8.02,£0.00,£0.00,£3.40,£1.85,£11.36,£0.00,£0.00,£1.15,£0.00,£4.20
14597,£7.55,£2.73,£9.71,£2.73,£5.25,£0.00,£5.86,£0.00,£3.31,£1.10,£15.93,£4.34,£28.82,£1.90,£0.00,£11.00,£0.00,£0.00,£0.00,£0.00
3395,£10.39,£15.90,£40.40,£56.75,£54.90,£0.00,£5.25,£0.79,£5.01,£4.48,£10.30,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00
14407,£21.38,£16.48,£13.54,£13.16,£21.20,£0.00,£4.90,£0.00,£1.72,£1.94,£21.82,£17.89,£26.51,£0.00,£7.51,£27.00,£0.00,£1.99,£0.00,£0.00
5709,£45.45,£40.99,£11.81,£58.22,£51.50,£0.00,£3.60,£25.46,£4.89,£30.43,£49.06,£45.89,£158.49,£0.00,£2.77,£0.00,£307.50,£0.00,£0.00,£0.00
9902,£109.44,£99.43,£90.48,£101.43,£68.03,£0.00,£5.50,£36.06,£39.82,£70.48,£60.58,£0.00,£0.00,£0.00,£34.38,£0.00,£0.00,£4.91,£0.00,£0.00
10176,£439.55,£292.96,£215.18,£175.68,£189.35,£0.00,£74.67,£154.62,£92.07,£71.83,£225.88,£0.00,£56.16,£24.62,£8.97,£0.00,£0.00,£17.82,£0.00,£3.04
5578,£44.15,£42.32,£8.88,£12.30,£17.04,£0.00,£110.02,£19.68,£5.77,£13.30,£25.85,£249.31,£133.43,£0.00,£6.98,£0.00,£0.00,£3.39,£0.00,£1.10
2921,£71.92,£84.68,£9.50,£23.58,£39.09,£0.00,£4.05,£68.76,£0.82,£2.19,£24.23,£0.00,£0.00,£0.00,£32.54,£0.00,£0.00,£0.00,£0.00,£0.00
6028,£18.42,£61.52,£37.38,£16.26,£26.94,£0.00,£0.85,£24.43,£33.43,£3.25,£33.63,£3.35,£11.29,£0.00,£0.00,£0.00,£170.50,£1.86,£0.00,£0.00
11500,£77.69,£71.64,£68.30,£88.43,£117.26,£0.00,£14.88,£19.44,£21.24,£21.27,£149.79,£750.98,£195.06,£7.41,£10.54,£103.00,£161.12,£7.64,£0.00,£1.10
2125,£36.63,£74.08,£17.87,£29.55,£31.72,£0.00,£6.10,£13.44,£29.87,£79.17,£4.72,£0.00,£5.77,£2.10,£19.84,£2.00,£95.00,£0.00,£0.00,£2.55
12511,£16.87,£30.37,£6.05,£30.61,£25.61,£0.00,£0.00,£0.00,£3.48,£1.15,£42.56,£0.00,£205.89,£23.92,£0.99,£0.00,£3.00,£2.53,£0.00,£0.00
10256,£87.98,£61.66,£27.90,£27.22,£41.50,£0.00,£95.30,£59.36,£80.12,£32.14,£101.90,£525.40,£11.15,£35.38,£48.93,£95.50,£210.00,£4.08,£0.00,£0.00
14554,£1.62,£6.24,£15.62,£4.71,£48.92,£0.00,£0.97,£0.00,£0.00,£6.23,£0.00,£2.02,£0.00,£8.61,£0.99,£0.00,£0.00,£0.00,£0.00,£2.55
3745,£60.15,£81.29,£61.96,£36.98,£77.58,£0.00,£0.50,£68.26,£8.18,£5.54,£52.37,£53.55,£0.00,£0.60,£17.42,£0.00,£0.00,£0.00,£0.00,£0.00
6083,£5.90,£62.82,£136.52,£91.79,£134.51,£0.00,£33.25,£50.55,£55.56,£24.98,£4.18,£14.28,£4.26,£0.00,£0.00,£0.00,£285.00,£3.40,£0.00,£3.65
14445,£4.54,£10.10,£1.46,£9.11,£2.19,£0.00,£1.05,£0.00,£0.00,£7.25,£1.99,£65.39,£0.00,£9.96,£0.84,£6.00,£122.00,£0.00,£1.20,£0.00
13378,£37.67,£86.13,£9.23,£92.07,£23.99,£0.00,£0.00,£8.79,£0.00,£35.89,£20.01,£94.78,£0.00,£0.00,£2.57,£0.00,£0.00,£3.87,£0.63,£3.40
10015,£7.77,£15.25,£7.81,£15.02,£24.93,£0.00,£17.25,£4.55,£2.89,£11.80,£7.43,£169.27,£98.60,£6.44,£3.15,£133.00,£205.99,£6.09,£0.00,£0.00
4047,£32.19,£94.40,£72.02,£17.02,£63.46,£0.00,£202.91,£49.00,£14.70,£8.43,£93.94,£431.16,£0.00,£1.81,£15.74,£0.00,£80.00,£1.69,£0.60,£3.72
13391,£99.93,£99.71,£138.64,£187.63,£40.02,£0.00,£0.00,£47.05,£16.32,£18.70,£117.19,£0.00,£12.32,£16.02,£3.16,£0.00,£50.00,£1.02,£0.00,£0.00
15911,£14.94,£105.51,£43.90,£3.03,£47.39,£0.00,£45.81,£1.09,£22.30,£6.64,£0.00,£0.00,£0.00,£0.00,£20.40,£0.00,£0.00,£38.20,£0.00,£0.00
1580,£13.26,£20.21,£38.42,£10.09,£10.27,£0.00,£4.10,£24.67,£13.27,£10.92,£29.20,£0.00,£137.16,£3.85,£3.44,£0.00,£0.00,£1.69,£0.00,£0.00
16029,£2.61,£2.51,£0.72,£6.67,£7.91,£0.00,£0.45,£9.19,£2.34,£8.66,£0.00,£170.36,£27.57,£6.60,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00
156,£95.88,£93.66,£29.13,£121.68,£70.44,£0.00,£35.28,£17.27,£17.13,£123.81,£25.43,£0.00,£178.86,£18.65,£2.03,£0.00,£0.00,£12.24,£0.00,£25.77
3865,£166.96,£152.62,£74.80,£39.00,£58.39,£0.00,£164.73,£38.03,£2.02,£2.05,£151.54,£9.14,£0.00,£2.50,£25.11,£0.00,£0.00,£0.63,£0.00,£8.48
7944,£68.91,£119.55,£59.18,£27.16,£53.78,£0.00,£0.70,£15.16,£17.92,£88.11,£65.90,£6.54,£23.26,£13.52,£5.65,£0.00,£0.00,£0.00,£0.00,£3.99
7910,£21.44,£9.86,£8.26,£8.95,£18.16,£0.00,£5.35,£18.37,£18.33,£4.62,£27.45,£88.49,£95.59,£3.49,£1.80,£0.00,£25.00,£0.00,£0.00,£1.44
10816,£65.33,£99.90,£88.37,£58.35,£28.09,£0.00,£61.98,£16.23,£34.86,£41.59,£11.38,£77.81,£0.94,£33.47,£4.22,£0.00,£0.00,£2.53,£42.20,£0.00
5558,£51.08,£30.17,£17.19,£15.29,£10.91,£0.00,£170.13,£40.59,£110.35,£5.23,£85.52,£415.84,£12.58,£0.00,£0.00,£6.00,£0.00,£3.38,£0.00,£0.00
275,£28.16,£28.17,£12.02,£16.45,£10.40,£0.00,£3.85,£12.54,£3.21,£7.43,£5.98,£0.00,£15.30,£8.58,£1.88,£0.00,£0.00,£0.00,£0.00,£0.00
10129,£46.78,£102.55,£77.78,£25.03,£13.33,£0.00,£29.99,£52.68,£11.08,£47.43,£34.42,£0.00,£0.00,£39.84,£1.59,-£2.00,£40.00,£5.06,£0.00,£0.84
1509,£79.65,£76.27,£14.31,£48.37,£16.21,£0.00,£7.86,£25.53,£2.20,£1.25,£10.23,£0.00,£8.43,£0.00,£0.78,£0.00,£110.00,£0.00,£0.00,£0.00
1018,£316.87,£130.99,£73.01,£117.72,£64.38,£0.00,£31.84,£48.27,£9.01,£46.71,£32.21,£0.00,£8.50,£21.78,£3.55,£0.00,£10.00,£3.59,£0.00,£1.52
12846,£113.77,£25.44,£81.99,£67.83,£68.08,£0.00,£0.00,£78.45,£12.50,£64.78,£107.02,£3.81,£0.00,£36.93,£1.68,£0.00,£0.00,£9.34,£45.90,£0.00
4608,£100.62,£165.71,£162.25,£61.36,£306.04,£0.00,£52.20,£90.97,£80.89,£62.70,£104.51,£48.29,£0.00,£6.80,£62.41,£0.00,£0.00,£0.00,£0.00,£0.00
5871,£18.36,£31.58,£34.71,£3.42,£79.63,£0.00,£1.46,£8.82,£56.48,£18.14,£8.59,£13.33,£0.00,£29.79,£4.86,£0.00,£35.00,£1.27,£0.00,£2.98
10725,£55.30,£115.83,£125.60,£37.97,£62.91,£0.00,£14.11,£85.13,£6.12,£38.64,£124.50,£145.61,£53.20,£7.26,£8.71,£12.00,£65.00,£5.65,£0.00,£0.00
7560,£32.29,£46.67,£14.96,£18.74,£7.31,£0.00,£0.65,£10.38,£3.46,£1.52,£7.49,£1.16,£56.91,£7.25,£1.63,£0.00,£0.00,£0.00,£0.00,£2.54
5557,£142.92,£64.99,£29.52,£27.49,£7.02,£0.00,£11.24,£6.11,£13.94,£7.88,£63.58,£2.20,£3.40,£0.00,£11.75,£5.00,£0.00,£5.92,£0.00,£0.00
1932,£24.83,£26.08,£18.16,£33.68,£32.45,£0.00,£1.80,£47.38,£7.57,£5.13,£9.03,£0.00,£6.50,£0.00,£14.09,£2.00,£0.00,£0.84,£0.00,£0.00
7044,£40.96,£122.67,£87.56,£104.42,£43.21,£0.00,£2.30,£21.28,£16.15,£59.79,£50.64,£0.00,£0.00,£0.95,£5.44,£0.00,£0.00,£0.00,£0.00,£0.00
5888,£71.33,£61.53,£35.19,£31.93,£68.23,£0.00,£0.78,£109.44,£22.99,£18.75,£32.87,£119.16,£205.15,£0.00,£1.08,£0.00,£0.00,£0.00,£0.00,£0.00
10963,£52.72,£20.21,£52.12,£8.09,£32.72,£0.00,£3.63,£1.04,£16.07,£37.78,£36.00,£0.00,£0.00,£6.24,£6.24,£0.00,£0.00,£1.68,£0.00,£7.15
972,£13.71,£27.99,£24.37,£18.13,£24.84,£0.00,£13.87,£1.77,£2.62,£9.33,£2.49,£0.00,£3.40,£31.07,£1.98,£0.00,£0.00,£1.27,£0.00,£0.00
1340,£42.56,£19.37,£41.14,£33.39,£28.42,£0.00,£3.15,£6.20,£11.88,£70.74,£63.64,£0.00,£112.58,£0.00,£18.43,£0.00,£0.00,£0.00,£0.00,£0.00
9258,£26.20,£87.69,£31.40,£75.23,£48.56,£0.00,£20.95,£13.27,£5.16,£21.05,£17.93,£0.00,£17.91,£0.00,£12.89,£14.00,£0.00,£3.40,£0.00,£0.00
8673,£38.26,£58.77,£84.84,£50.90,£35.22,£0.00,£41.15,£42.76,£9.19,£58.98,£30.03,£0.00,£0.00,£0.00,£9.15,£82.00,£0.00,£28.68,£0.00,£0.00
7036,£21.85,£17.76,£8.25,£4.17,£6.74,£0.00,£7.80,£11.89,£4.58,£1.78,£37.29,£0.00,£19.98,£0.00,£5.24,£0.00,£0.00,£32.78,£0.00,£0.00
15068,£23.99,£58.30,£24.95,£44.91,£26.59,£0.00,£10.26,£21.44,£0.00,£17.83,£18.21,£349.12,£0.00,£19.78,£1.43,£0.00,£0.00,£0.84,£0.00,£0.00
13793,"£1,262.97",£708.04,£255.43,"£1,017.07",£285.29,£0.00,£0.00,£361.60,£142.28,£239.41,£707.25,£584.57,£72.85,£4.40,£38.76,£0.00,£450.00,£9.32,£0.00,£18.91
7604,£73.68,£62.37,£24.54,£75.64,£36.14,£0.00,£9.34,£10.19,£2.44,£47.29,£122.54,£293.63,£231.16,£3.98,£0.89,£0.00,£0.00,£0.00,£0.00,£2.51
1117,£79.44,£99.01,£46.16,£59.07,£34.88,£0.00,£7.95,£5.91,£2.29,£13.57,£57.52,£0.00,£0.00,£11.02,£2.67,£0.00,£0.00,£1.33,£0.00,£0.00
10360,£53.55,£84.05,£29.10,£12.35,£8.09,£0.00,£11.90,£73.68,£4.83,£11.17,£49.79,£0.00,£6.62,£4.25,£2.69,£0.00,£0.00,£3.98,£0.00,£0.00
1911,£86.57,£88.47,£41.80,£84.06,£91.37,£0.00,£3.61,£44.69,£90.04,£39.22,£82.97,£0.00,£18.63,£2.32,£7.62,£0.00,£0.00,£1.99,£0.00,£0.00
6245,£44.52,£22.67,£13.58,£21.12,£8.67,£0.00,£1.82,£24.29,£3.02,£5.00,£22.11,£105.17,£152.96,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00
13380,£31.12,£37.65,£17.62,£46.15,£46.00,£0.00,£0.00,£14.14,£2.45,£7.26,£41.44,£0.00,£0.00,£4.48,£2.11,£0.00,£0.00,£0.00,£0.00,£0.00
14481,£26.50,£38.90,£9.04,£33.86,£19.85,£0.00,£10.33,£0.00,£5.57,£29.98,£16.74,£219.69,£19.14,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£1.69
10743,£29.06,£33.64,£133.67,£33.32,£54.02,£0.00,£47.53,£67.90,£5.24,£76.54,£22.32,£827.04,£193.90,£5.53,£31.17,£4.00,£306.50,£4.73,£0.00,£0.00
16084,£16.97,£17.84,£43.82,£13.78,£47.78,£0.00,£39.26,£55.90,£1.28,£38.43,£0.00,£24.26,£0.00,£5.50,£7.69,£0.00,£282.08,£0.00,£0.00,£0.00
6668,£42.36,£127.67,£165.88,£115.34,£173.71,£0.00,£31.07,£45.83,£96.13,£126.63,£159.99,£419.55,£488.15,£4.03,£0.00,£22.00,£80.00,£9.85,£0.00,£0.60
5706,£39.90,£70.03,£34.56,£9.12,£29.33,£0.00,£7.20,£31.91,£12.82,£28.37,£31.60,£17.06,£77.03,£0.00,£52.62,£0.00,£0.00,£0.00,£0.00,£0.00
1096,£47.75,£44.04,£8.42,£34.87,£4.25,£0.00,£16.61,£10.09,£24.23,£14.29,£22.43,£0.00,£277.39,£0.00,£0.00,£0.00,£60.00,£0.00,£0.00,£0.00
11454,£191.46,£182.42,£106.62,£102.18,£335.20,£0.00,£7.62,£36.28,£22.95,£85.92,£140.56,£281.11,£76.42,£6.14,£8.13,£2.00,£210.00,£4.47,£0.00,£5.94
5503,£10.86,£13.10,£15.28,£9.20,£52.80,£0.00,£11.81,£2.05,£4.88,£19.84,£6.00,£26.44,£12.93,£0.00,£4.96,£0.00,£199.00,£0.00,£0.00,£0.00
2581,£9.98,£36.94,£38.00,£22.69,£42.52,£0.00,£11.35,£50.33,£5.31,£7.83,£39.33,£0.00,£28.49,£0.00,£4.07,£5.00,£50.00,£0.00,£0.00,£0.00
10643,£33.67,£75.03,£180.48,£51.84,£39.13,£0.00,£8.70,£58.13,£16.77,£31.11,£14.00,£0.00,£0.00,£5.00,£17.37,£0.00,£0.00,£5.08,£0.00,£0.00
412,£7.18,£53.35,£3.34,£36.88,£10.45,£0.00,£2.80,£85.00,£35.90,£2.39,£7.74,£0.00,£18.02,£19.87,£0.00,£24.00,£20.00,£0.00,£0.00,£0.00
538,£74.03,£54.45,£17.25,£77.41,£46.96,£0.00,£1.92,£32.70,£3.76,£28.67,£40.60,£0.00,£18.36,£0.00,£22.97,£0.00,£0.00,£5.48,£0.00,£5.56
12218,£98.38,£74.86,£148.28,£71.89,£35.71,£0.00,£0.00,£49.42,£41.11,£68.24,£71.82,£0.00,£3.14,£6.14,£44.73,£0.00,£0.00,£0.00,£0.00,£7.90
3213,£98.04,£90.98,£109.15,£60.92,£130.83,£0.00,£53.55,£115.28,£57.17,£36.51,£49.89,£0.00,£181.49,£3.30,£0.99,£0.00,£0.00,£0.00,£0.00,£5.09
4024,£5.18,£25.69,£46.72,£0.93,£6.96,£0.00,£6.89,£12.62,£8.98,£12.72,£22.03,£21.99,£0.00,£0.00,£0.49,£3.00,£40.00,£4.08,£0.00,£0.00
12693,£32.42,£73.19,£21.30,£33.10,£27.89,£0.00,£0.00,£11.27,£2.17,£3.83,£47.04,£353.52,£15.47,£4.20,£3.43,£0.00,£0.00,£0.00,£0.00,£0.00
8738,£49.80,£108.41,£37.47,£30.48,£62.29,£0.00,£11.30,£9.61,£102.99,£30.53,£57.41,£526.42,£608.91,£15.07,£0.22,£39.00,£0.00,£6.80,£0.00,£0.00
15945,£28.52,£39.09,£93.78,£69.48,£91.90,£0.00,£76.60,£1.58,£3.70,£40.56,£0.00,£0.00,£16.59,£3.35,£23.45,£14.00,£5.00,£0.00,£0.00,£0.00
2275,£103.33,£96.81,£101.52,£65.30,£25.67,£0.00,£31.80,£30.88,£7.25,£64.60,£27.56,£0.00,£19.54,£54.81,£21.45,£0.00,£66.03,£2.86,£0.00,£7.98
8851,£18.67,£25.89,£46.45,£9.01,£6.61,£0.00,£15.85,£108.88,£5.40,£8.44,£53.52,£217.37,£264.16,£1.90,£44.65,£12.00,£0.00,£0.00,£0.00,£0.00
10320,£64.93,£60.50,£99.60,£49.17,£66.29,£0.00,£3.11,£95.08,£42.27,£35.94,£46.05,£50.86,£19.56,£24.25,£17.24,£7.00,£10.00,£3.18,£0.00,£0.00
9730,£28.98,£9.46,£10.53,£5.30,£2.71,£0.00,£1.10,£4.32,£28.60,£13.94,£17.04,£34.48,£277.13,£72.95,£3.27,£8.00,£88.00,£0.00,£0.00,£0.00
14979,£18.77,£8.03,£12.03,£2.48,£25.55,£0.00,£7.05,£17.39,£0.00,£33.89,£13.95,£0.00,£0.00,£2.90,£9.08,£0.00,£30.00,£1.23,£0.00,£0.00
11936,£20.83,£7.74,£8.14,£1.87,£0.00,£0.00,£2.35,£0.00,£4.35,£13.64,£42.71,£143.11,£19.59,£4.31,£5.11,£29.00,£40.00,£0.00,£0.00,£0.00
11886,£8.75,£27.63,£24.33,£14.57,£0.00,£0.00,£10.23,£6.85,£0.00,£2.55,£18.54,£325.76,£0.00,£0.00,£3.56,£0.00,£0.00,£0.00,£0.00,£0.00
12707,£17.41,£13.61,£66.46,£21.99,£55.57,£0.00,£0.00,£1.39,£48.41,£4.58,£27.86,£0.00,£3.40,£0.00,£0.79,£0.00,£0.00,£0.00,£0.00,£0.00
6067,£15.45,£20.68,£29.28,£9.77,£17.31,£0.00,£26.85,£22.04,£29.10,£4.27,£12.75,£60.49,£110.44,£0.00,£1.58,£0.00,£185.00,£1.52,£0.00,£0.00
